"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude"
"Iceland",2021,"Belgium",5,"Televote","Low","BEL",50.5039,4.4699
"Iceland",2021,"Germany",6,"Televote","Low","DEU",51.1657,10.4515
"Iceland",2021,"Australia",12,"Televote","High","AUS",-25.2744,133.7751
"Iceland",2021,"Finland",12,"Televote","High","FIN",61.9241,25.7482
"Iceland",2021,"Portugal",3,"Televote","Low","PRT",39.3999,-8.2245
"Iceland",2021,"Ukraine",6,"Televote","Low","UKR",48.3794,31.1656
"Iceland",2021,"Croatia",4,"Televote","Low","HRV",45.1,15.2
"Iceland",2021,"Czech Republic",7,"Televote","Low","CZE",49.8175,15.473
"Iceland",2021,"Georgia",1,"Televote","Low","GEO",42.3154,43.3569
"Iceland",2021,"Lithuania",3,"Televote","Low","LTU",55.1694,23.8813
"Iceland",2021,"Denmark",12,"Televote","High","DNK",56.2639,9.5018
"Iceland",2021,"Russia",1,"Televote","Low","RUS",61.524,105.3188
"Iceland",2021,"France",4,"Televote","Low","FRA",46.6034,2.2137
"Iceland",2021,"Sweden",10,"Televote","High","SWE",60.1282,18.6435
"Iceland",2021,"Switzerland",5,"Televote","Low","CHE",46.8182,8.2275
"Iceland",2021,"Netherlands",8,"Televote","High","NLD",52.1326,5.2913
"Moldova",2021,"San Marino",6,"Televote","Low","SMR",43.9334,12.4578
"Moldova",2021,"Albania",7,"Televote","Low","ALB",41.1533,20.1683
"Moldova",2021,"Azerbaijan",1,"Televote","Low","AZE",40.1431,47.5769
"Moldova",2021,"Italy",2,"Televote","Low","ITA",41.8719,12.5674
"Moldova",2021,"Finland",2,"Televote","Low","FIN",61.9241,25.7482
"Moldova",2021,"Portugal",8,"Televote","High","PRT",39.3999,-8.2245
"Moldova",2021,"Romania",12,"Televote","High","ROU",45.9432,24.9668
"Moldova",2021,"Czech Republic",12,"Televote","High","CZE",49.8175,15.473
"Moldova",2021,"Georgia",2,"Televote","Low","GEO",42.3154,43.3569
"Moldova",2021,"Russia",3,"Televote","Low","RUS",61.524,105.3188
"Moldova",2021,"France",7,"Televote","Low","FRA",46.6034,2.2137
"Finland",2021,"Israel",4,"Televote","Low","ISR",31.0461,34.8516
"Finland",2021,"Poland",6,"Televote","Low","POL",51.9194,19.1451
"Finland",2021,"San Marino",4,"Televote","Low","SMR",43.9334,12.4578
"Finland",2021,"Albania",3,"Televote","Low","ALB",41.1533,20.1683
"Finland",2021,"Malta",7,"Televote","Low","MLT",35.9375,14.3754
"Finland",2021,"Estonia",12,"Televote","High","EST",58.5953,25.0136
"Finland",2021,"North Macedonia",2,"Televote","Low","MKD",41.6086,21.7453
"Finland",2021,"Azerbaijan",5,"Televote","Low","AZE",40.1431,47.5769
"Finland",2021,"Norway",6,"Televote","Low","NOR",60.472,8.4689
"Finland",2021,"Spain",2,"Televote","Low","ESP",40.4637,-3.7492
"Finland",2021,"Austria",4,"Televote","Low","AUT",47.5162,14.5501
"Finland",2021,"United Kingdom",7,"Televote","Low","GBR",55.3781,-3.436
"Finland",2021,"Italy",8,"Televote","High","ITA",41.8719,12.5674
"Finland",2021,"Slovenia",4,"Televote","Low","SVN",46.1512,14.9955
"Finland",2021,"Greece",6,"Televote","Low","GRC",39.0742,21.8243
"Finland",2021,"Latvia",8,"Televote","High","LVA",56.8796,24.6032
"Finland",2021,"Ireland",5,"Televote","Low","IRL",53.4129,-8.2439
"Finland",2021,"Moldova",5,"Televote","Low","MDA",47.4116,28.3699
"Finland",2021,"Serbia",7,"Televote","Low","SRB",44.0165,20.907
"Finland",2021,"Bulgaria",8,"Televote","High","BGR",42.7339,25.4858
"Finland",2021,"Cyprus",4,"Televote","Low","CYP",35.1264,33.4299
"Finland",2021,"Belgium",6,"Televote","Low","BEL",50.5039,4.4699
"Finland",2021,"Germany",8,"Televote","High","DEU",51.1657,10.4515
"Finland",2021,"Australia",3,"Televote","Low","AUS",-25.2744,133.7751
"Finland",2021,"Portugal",5,"Televote","Low","PRT",39.3999,-8.2245
"Finland",2021,"Ukraine",8,"Televote","High","UKR",48.3794,31.1656
"Finland",2021,"Iceland",12,"Televote","High","ISL",64.9631,-19.0208
"Finland",2021,"Romania",6,"Televote","Low","ROU",45.9432,24.9668
"Finland",2021,"Croatia",6,"Televote","Low","HRV",45.1,15.2
"Finland",2021,"Czech Republic",4,"Televote","Low","CZE",49.8175,15.473
"Finland",2021,"Lithuania",7,"Televote","Low","LTU",55.1694,23.8813
"Finland",2021,"Denmark",7,"Televote","Low","DNK",56.2639,9.5018
"Finland",2021,"Russia",8,"Televote","High","RUS",61.524,105.3188
"Finland",2021,"France",1,"Televote","Low","FRA",46.6034,2.2137
"Finland",2021,"Sweden",12,"Televote","High","SWE",60.1282,18.6435
"Finland",2021,"Switzerland",4,"Televote","Low","CHE",46.8182,8.2275
"Finland",2021,"Netherlands",4,"Televote","Low","NLD",52.1326,5.2913
"Bulgaria",2021,"San Marino",2,"Televote","Low","SMR",43.9334,12.4578
"Bulgaria",2021,"Albania",5,"Televote","Low","ALB",41.1533,20.1683
"Bulgaria",2021,"Spain",8,"Televote","High","ESP",40.4637,-3.7492
"Bulgaria",2021,"United Kingdom",8,"Televote","High","GBR",55.3781,-3.436
"Bulgaria",2021,"Cyprus",7,"Televote","Low","CYP",35.1264,33.4299
"Lithuania",2021,"Israel",3,"Televote","Low","ISR",31.0461,34.8516
"Lithuania",2021,"Poland",4,"Televote","Low","POL",51.9194,19.1451
"Lithuania",2021,"Malta",6,"Televote","Low","MLT",35.9375,14.3754
"Lithuania",2021,"Estonia",10,"Televote","High","EST",58.5953,25.0136
"Lithuania",2021,"Norway",12,"Televote","High","NOR",60.472,8.4689
"Lithuania",2021,"Spain",4,"Televote","Low","ESP",40.4637,-3.7492
"Lithuania",2021,"Austria",3,"Televote","Low","AUT",47.5162,14.5501
"Lithuania",2021,"United Kingdom",12,"Televote","High","GBR",55.3781,-3.436
"Lithuania",2021,"Italy",5,"Televote","Low","ITA",41.8719,12.5674
"Lithuania",2021,"Latvia",12,"Televote","High","LVA",56.8796,24.6032
"Lithuania",2021,"Ireland",12,"Televote","High","IRL",53.4129,-8.2439
"Lithuania",2021,"Moldova",2,"Televote","Low","MDA",47.4116,28.3699
"Lithuania",2021,"Cyprus",5,"Televote","Low","CYP",35.1264,33.4299
"Lithuania",2021,"Belgium",7,"Televote","Low","BEL",50.5039,4.4699
"Lithuania",2021,"Germany",12,"Televote","High","DEU",51.1657,10.4515
"Lithuania",2021,"Australia",6,"Televote","Low","AUS",-25.2744,133.7751
"Lithuania",2021,"Finland",5,"Televote","Low","FIN",61.9241,25.7482
"Lithuania",2021,"Ukraine",10,"Televote","High","UKR",48.3794,31.1656
"Lithuania",2021,"Iceland",4,"Televote","Low","ISL",64.9631,-19.0208
"Lithuania",2021,"Romania",3,"Televote","Low","ROU",45.9432,24.9668
"Lithuania",2021,"Czech Republic",1,"Televote","Low","CZE",49.8175,15.473
"Lithuania",2021,"Georgia",10,"Televote","High","GEO",42.3154,43.3569
"Lithuania",2021,"Denmark",4,"Televote","Low","DNK",56.2639,9.5018
"Lithuania",2021,"Russia",2,"Televote","Low","RUS",61.524,105.3188
"Lithuania",2021,"Sweden",7,"Televote","Low","SWE",60.1282,18.6435
"Lithuania",2021,"Switzerland",1,"Televote","Low","CHE",46.8182,8.2275
"Lithuania",2021,"Netherlands",3,"Televote","Low","NLD",52.1326,5.2913
"Ukraine",2021,"Israel",12,"Televote","High","ISR",31.0461,34.8516
"Ukraine",2021,"Poland",12,"Televote","High","POL",51.9194,19.1451
"Ukraine",2021,"San Marino",5,"Televote","Low","SMR",43.9334,12.4578
"Ukraine",2021,"Albania",4,"Televote","Low","ALB",41.1533,20.1683
"Ukraine",2021,"Malta",1,"Televote","Low","MLT",35.9375,14.3754
"Ukraine",2021,"Estonia",5,"Televote","Low","EST",58.5953,25.0136
"Ukraine",2021,"North Macedonia",4,"Televote","Low","MKD",41.6086,21.7453
"Ukraine",2021,"Azerbaijan",8,"Televote","High","AZE",40.1431,47.5769
"Ukraine",2021,"Norway",5,"Televote","Low","NOR",60.472,8.4689
"Ukraine",2021,"Spain",6,"Televote","Low","ESP",40.4637,-3.7492
"Ukraine",2021,"Austria",7,"Televote","Low","AUT",47.5162,14.5501
"Ukraine",2021,"United Kingdom",4,"Televote","Low","GBR",55.3781,-3.436
"Ukraine",2021,"Italy",12,"Televote","High","ITA",41.8719,12.5674
"Ukraine",2021,"Slovenia",7,"Televote","Low","SVN",46.1512,14.9955
"Ukraine",2021,"Greece",5,"Televote","Low","GRC",39.0742,21.8243
"Ukraine",2021,"Latvia",6,"Televote","Low","LVA",56.8796,24.6032
"Ukraine",2021,"Ireland",8,"Televote","High","IRL",53.4129,-8.2439
"Ukraine",2021,"Moldova",10,"Televote","High","MDA",47.4116,28.3699
"Ukraine",2021,"Serbia",8,"Televote","High","SRB",44.0165,20.907
"Ukraine",2021,"Bulgaria",6,"Televote","Low","BGR",42.7339,25.4858
"Ukraine",2021,"Cyprus",6,"Televote","Low","CYP",35.1264,33.4299
"Ukraine",2021,"Belgium",10,"Televote","High","BEL",50.5039,4.4699
"Ukraine",2021,"Germany",4,"Televote","Low","DEU",51.1657,10.4515
"Ukraine",2021,"Australia",10,"Televote","High","AUS",-25.2744,133.7751
"Ukraine",2021,"Finland",10,"Televote","High","FIN",61.9241,25.7482
"Ukraine",2021,"Portugal",10,"Televote","High","PRT",39.3999,-8.2245
"Ukraine",2021,"Iceland",8,"Televote","High","ISL",64.9631,-19.0208
"Ukraine",2021,"Romania",7,"Televote","Low","ROU",45.9432,24.9668
"Ukraine",2021,"Croatia",8,"Televote","High","HRV",45.1,15.2
"Ukraine",2021,"Czech Republic",10,"Televote","High","CZE",49.8175,15.473
"Ukraine",2021,"Georgia",6,"Televote","Low","GEO",42.3154,43.3569
"Ukraine",2021,"Lithuania",12,"Televote","High","LTU",55.1694,23.8813
"Ukraine",2021,"Denmark",1,"Televote","Low","DNK",56.2639,9.5018
"Ukraine",2021,"Russia",7,"Televote","Low","RUS",61.524,105.3188
"Ukraine",2021,"France",12,"Televote","High","FRA",46.6034,2.2137
"Ukraine",2021,"Sweden",4,"Televote","Low","SWE",60.1282,18.6435
"Ukraine",2021,"Switzerland",2,"Televote","Low","CHE",46.8182,8.2275
"Ukraine",2021,"Netherlands",5,"Televote","Low","NLD",52.1326,5.2913
"France",2021,"Israel",8,"Televote","High","ISR",31.0461,34.8516
"France",2021,"Poland",5,"Televote","Low","POL",51.9194,19.1451
"France",2021,"San Marino",10,"Televote","High","SMR",43.9334,12.4578
"France",2021,"Albania",6,"Televote","Low","ALB",41.1533,20.1683
"France",2021,"Malta",3,"Televote","Low","MLT",35.9375,14.3754
"France",2021,"Estonia",7,"Televote","Low","EST",58.5953,25.0136
"France",2021,"North Macedonia",5,"Televote","Low","MKD",41.6086,21.7453
"France",2021,"Azerbaijan",2,"Televote","Low","AZE",40.1431,47.5769
"France",2021,"Norway",4,"Televote","Low","NOR",60.472,8.4689
"France",2021,"Spain",12,"Televote","High","ESP",40.4637,-3.7492
"France",2021,"Austria",6,"Televote","Low","AUT",47.5162,14.5501
"France",2021,"United Kingdom",5,"Televote","Low","GBR",55.3781,-3.436
"France",2021,"Italy",1,"Televote","Low","ITA",41.8719,12.5674
"France",2021,"Slovenia",6,"Televote","Low","SVN",46.1512,14.9955
"France",2021,"Greece",8,"Televote","High","GRC",39.0742,21.8243
"France",2021,"Latvia",3,"Televote","Low","LVA",56.8796,24.6032
"France",2021,"Ireland",7,"Televote","Low","IRL",53.4129,-8.2439
"France",2021,"Moldova",6,"Televote","Low","MDA",47.4116,28.3699
"France",2021,"Serbia",10,"Televote","High","SRB",44.0165,20.907
"France",2021,"Bulgaria",10,"Televote","High","BGR",42.7339,25.4858
"France",2021,"Cyprus",8,"Televote","High","CYP",35.1264,33.4299
"France",2021,"Belgium",12,"Televote","High","BEL",50.5039,4.4699
"France",2021,"Germany",10,"Televote","High","DEU",51.1657,10.4515
"France",2021,"Australia",4,"Televote","Low","AUS",-25.2744,133.7751
"France",2021,"Finland",6,"Televote","Low","FIN",61.9241,25.7482
"France",2021,"Portugal",12,"Televote","High","PRT",39.3999,-8.2245
"France",2021,"Ukraine",5,"Televote","Low","UKR",48.3794,31.1656
"France",2021,"Iceland",7,"Televote","Low","ISL",64.9631,-19.0208
"France",2021,"Romania",8,"Televote","High","ROU",45.9432,24.9668
"France",2021,"Croatia",7,"Televote","Low","HRV",45.1,15.2
"France",2021,"Czech Republic",2,"Televote","Low","CZE",49.8175,15.473
"France",2021,"Georgia",5,"Televote","Low","GEO",42.3154,43.3569
"France",2021,"Lithuania",8,"Televote","High","LTU",55.1694,23.8813
"France",2021,"Denmark",3,"Televote","Low","DNK",56.2639,9.5018
"France",2021,"Russia",6,"Televote","Low","RUS",61.524,105.3188
"France",2021,"Sweden",6,"Televote","Low","SWE",60.1282,18.6435
"France",2021,"Switzerland",6,"Televote","Low","CHE",46.8182,8.2275
"France",2021,"Netherlands",12,"Televote","High","NLD",52.1326,5.2913
"Azerbaijan",2021,"Israel",2,"Televote","Low","ISR",31.0461,34.8516
"Azerbaijan",2021,"North Macedonia",3,"Televote","Low","MKD",41.6086,21.7453
"Azerbaijan",2021,"Norway",1,"Televote","Low","NOR",60.472,8.4689
"Azerbaijan",2021,"Greece",2,"Televote","Low","GRC",39.0742,21.8243
"Azerbaijan",2021,"Moldova",1,"Televote","Low","MDA",47.4116,28.3699
"Azerbaijan",2021,"Serbia",4,"Televote","Low","SRB",44.0165,20.907
"Azerbaijan",2021,"Bulgaria",4,"Televote","Low","BGR",42.7339,25.4858
"Azerbaijan",2021,"Ukraine",3,"Televote","Low","UKR",48.3794,31.1656
"Azerbaijan",2021,"Romania",4,"Televote","Low","ROU",45.9432,24.9668
"Azerbaijan",2021,"Croatia",2,"Televote","Low","HRV",45.1,15.2
"Azerbaijan",2021,"Georgia",3,"Televote","Low","GEO",42.3154,43.3569
"Azerbaijan",2021,"Russia",4,"Televote","Low","RUS",61.524,105.3188
"Norway",2021,"Poland",3,"Televote","Low","POL",51.9194,19.1451
"Norway",2021,"Malta",10,"Televote","High","MLT",35.9375,14.3754
"Norway",2021,"Estonia",4,"Televote","Low","EST",58.5953,25.0136
"Norway",2021,"Azerbaijan",7,"Televote","Low","AZE",40.1431,47.5769
"Norway",2021,"Austria",1,"Televote","Low","AUT",47.5162,14.5501
"Norway",2021,"United Kingdom",2,"Televote","Low","GBR",55.3781,-3.436
"Norway",2021,"Slovenia",2,"Televote","Low","SVN",46.1512,14.9955
"Norway",2021,"Latvia",2,"Televote","Low","LVA",56.8796,24.6032
"Norway",2021,"Belgium",1,"Televote","Low","BEL",50.5039,4.4699
"Norway",2021,"Germany",1,"Televote","Low","DEU",51.1657,10.4515
"Norway",2021,"Australia",1,"Televote","Low","AUS",-25.2744,133.7751
"Norway",2021,"Finland",4,"Televote","Low","FIN",61.9241,25.7482
"Norway",2021,"Iceland",1,"Televote","Low","ISL",64.9631,-19.0208
"Norway",2021,"Lithuania",5,"Televote","Low","LTU",55.1694,23.8813
"Norway",2021,"Denmark",8,"Televote","High","DNK",56.2639,9.5018
"Norway",2021,"Sweden",8,"Televote","High","SWE",60.1282,18.6435
"Italy",2021,"Israel",7,"Televote","Low","ISR",31.0461,34.8516
"Italy",2021,"Poland",10,"Televote","High","POL",51.9194,19.1451
"Italy",2021,"San Marino",12,"Televote","High","SMR",43.9334,12.4578
"Italy",2021,"Albania",10,"Televote","High","ALB",41.1533,20.1683
"Italy",2021,"Malta",12,"Televote","High","MLT",35.9375,14.3754
"Italy",2021,"Estonia",8,"Televote","High","EST",58.5953,25.0136
"Italy",2021,"North Macedonia",8,"Televote","High","MKD",41.6086,21.7453
"Italy",2021,"Azerbaijan",10,"Televote","High","AZE",40.1431,47.5769
"Italy",2021,"Norway",7,"Televote","Low","NOR",60.472,8.4689
"Italy",2021,"Spain",10,"Televote","High","ESP",40.4637,-3.7492
"Italy",2021,"Austria",8,"Televote","High","AUT",47.5162,14.5501
"Italy",2021,"United Kingdom",3,"Televote","Low","GBR",55.3781,-3.436
"Italy",2021,"Slovenia",10,"Televote","High","SVN",46.1512,14.9955
"Italy",2021,"Greece",10,"Televote","High","GRC",39.0742,21.8243
"Italy",2021,"Latvia",7,"Televote","Low","LVA",56.8796,24.6032
"Italy",2021,"Ireland",6,"Televote","Low","IRL",53.4129,-8.2439
"Italy",2021,"Moldova",8,"Televote","High","MDA",47.4116,28.3699
"Italy",2021,"Serbia",12,"Televote","High","SRB",44.0165,20.907
"Italy",2021,"Bulgaria",12,"Televote","High","BGR",42.7339,25.4858
"Italy",2021,"Cyprus",10,"Televote","High","CYP",35.1264,33.4299
"Italy",2021,"Belgium",8,"Televote","High","BEL",50.5039,4.4699
"Italy",2021,"Germany",7,"Televote","Low","DEU",51.1657,10.4515
"Italy",2021,"Australia",7,"Televote","Low","AUS",-25.2744,133.7751
"Italy",2021,"Finland",8,"Televote","High","FIN",61.9241,25.7482
"Italy",2021,"Portugal",7,"Televote","Low","PRT",39.3999,-8.2245
"Italy",2021,"Ukraine",12,"Televote","High","UKR",48.3794,31.1656
"Italy",2021,"Iceland",5,"Televote","Low","ISL",64.9631,-19.0208
"Italy",2021,"Romania",10,"Televote","High","ROU",45.9432,24.9668
"Italy",2021,"Croatia",10,"Televote","High","HRV",45.1,15.2
"Italy",2021,"Czech Republic",6,"Televote","Low","CZE",49.8175,15.473
"Italy",2021,"Georgia",8,"Televote","High","GEO",42.3154,43.3569
"Italy",2021,"Lithuania",10,"Televote","High","LTU",55.1694,23.8813
"Italy",2021,"Denmark",5,"Televote","Low","DNK",56.2639,9.5018
"Italy",2021,"Russia",10,"Televote","High","RUS",61.524,105.3188
"Italy",2021,"France",10,"Televote","High","FRA",46.6034,2.2137
"Italy",2021,"Sweden",3,"Televote","Low","SWE",60.1282,18.6435
"Italy",2021,"Switzerland",10,"Televote","High","CHE",46.8182,8.2275
"Italy",2021,"Netherlands",2,"Televote","Low","NLD",52.1326,5.2913
"Sweden",2021,"Poland",1,"Televote","Low","POL",51.9194,19.1451
"Sweden",2021,"Albania",1,"Televote","Low","ALB",41.1533,20.1683
"Sweden",2021,"Malta",8,"Televote","High","MLT",35.9375,14.3754
"Sweden",2021,"Estonia",1,"Televote","Low","EST",58.5953,25.0136
"Sweden",2021,"Norway",8,"Televote","High","NOR",60.472,8.4689
"Sweden",2021,"Latvia",1,"Televote","Low","LVA",56.8796,24.6032
"Sweden",2021,"Ireland",1,"Televote","Low","IRL",53.4129,-8.2439
"Sweden",2021,"Moldova",3,"Televote","Low","MDA",47.4116,28.3699
"Sweden",2021,"Bulgaria",1,"Televote","Low","BGR",42.7339,25.4858
"Sweden",2021,"Belgium",3,"Televote","Low","BEL",50.5039,4.4699
"Sweden",2021,"Finland",3,"Televote","Low","FIN",61.9241,25.7482
"Sweden",2021,"Portugal",4,"Televote","Low","PRT",39.3999,-8.2245
"Sweden",2021,"Ukraine",2,"Televote","Low","UKR",48.3794,31.1656
"Sweden",2021,"Iceland",10,"Televote","High","ISL",64.9631,-19.0208
"Sweden",2021,"Lithuania",1,"Televote","Low","LTU",55.1694,23.8813
"Sweden",2021,"Denmark",10,"Televote","High","DNK",56.2639,9.5018
"Sweden",2021,"France",2,"Televote","Low","FRA",46.6034,2.2137
"Sweden",2021,"Switzerland",3,"Televote","Low","CHE",46.8182,8.2275
"San Marino",2021,"Azerbaijan",3,"Televote","Low","AZE",40.1431,47.5769
"San Marino",2021,"Italy",3,"Televote","Low","ITA",41.8719,12.5674
"San Marino",2021,"Georgia",7,"Televote","Low","GEO",42.3154,43.3569
"Czech Republic",2022,"North Macedonia",5,"Televote","Low","MKD",41.6086,21.7453
"Romania",2022,"San Marino",1,"Televote","Low","SMR",43.9334,12.4578
"Romania",2022,"Malta",3,"Televote","Low","MLT",35.9375,14.3754
"Romania",2022,"Greece",2,"Televote","Low","GRC",39.0742,21.8243
"Romania",2022,"Moldova",10,"Televote","High","MDA",47.4116,28.3699
"Romania",2022,"Bulgaria",4,"Televote","Low","BGR",42.7339,25.4858
"Romania",2022,"Serbia",5,"Televote","Low","SRB",44.0165,20.907
"Romania",2022,"Cyprus",4,"Televote","Low","CYP",35.1264,33.4299
"Romania",2022,"Spain",10,"Televote","High","ESP",40.4637,-3.7492
"Romania",2022,"France",1,"Televote","Low","FRA",46.6034,2.2137
"Romania",2022,"Ireland",2,"Televote","Low","IRL",53.4129,-8.2439
"Romania",2022,"United Kingdom",3,"Televote","Low","GBR",55.3781,-3.436
"Romania",2022,"Italy",8,"Televote","High","ITA",41.8719,12.5674
"Portugal",2022,"Belgium",1,"Televote","Low","BEL",50.5039,4.4699
"Portugal",2022,"Poland",1,"Televote","Low","POL",51.9194,19.1451
"Portugal",2022,"Spain",4,"Televote","Low","ESP",40.4637,-3.7492
"Portugal",2022,"Switzerland",7,"Televote","Low","CHE",46.8182,8.2275
"Portugal",2022,"France",6,"Televote","Low","FRA",46.6034,2.2137
"Portugal",2022,"Armenia",4,"Televote","Low","ARM",40.0691,45.0382
"Portugal",2022,"Montenegro",5,"Televote","Low","MNE",42.7087,19.3744
"Portugal",2022,"Lithuania",7,"Televote","Low","LTU",55.1694,23.8813
"Portugal",2022,"Italy",1,"Televote","Low","ITA",41.8719,12.5674
"Finland",2022,"Malta",1,"Televote","Low","MLT",35.9375,14.3754
"Finland",2022,"Ukraine",4,"Televote","Low","UKR",48.3794,31.1656
"Finland",2022,"Albania",2,"Televote","Low","ALB",41.1533,20.1683
"Finland",2022,"Estonia",8,"Televote","High","EST",58.5953,25.0136
"Finland",2022,"Latvia",1,"Televote","Low","LVA",56.8796,24.6032
"Finland",2022,"Georgia",2,"Televote","Low","GEO",42.3154,43.3569
"Finland",2022,"Sweden",7,"Televote","Low","SWE",60.1282,18.6435
"Finland",2022,"Czech Republic",1,"Televote","Low","CZE",49.8175,15.473
"France",2022,"Greece",1,"Televote","Low","GRC",39.0742,21.8243
"France",2022,"Moldova",2,"Televote","Low","MDA",47.4116,28.3699
"France",2022,"Serbia",2,"Televote","Low","SRB",44.0165,20.907
"France",2022,"Romania",1,"Televote","Low","ROU",45.9432,24.9668
"France",2022,"Croatia",1,"Televote","Low","HRV",45.1,15.2
"France",2022,"Finland",1,"Televote","Low","FIN",61.9241,25.7482
"Norway",2022,"Netherlands",5,"Televote","Low","NLD",52.1326,5.2913
"Norway",2022,"San Marino",2,"Televote","Low","SMR",43.9334,12.4578
"Norway",2022,"North Macedonia",2,"Televote","Low","MKD",41.6086,21.7453
"Norway",2022,"Malta",4,"Televote","Low","MLT",35.9375,14.3754
"Norway",2022,"Ukraine",2,"Televote","Low","UKR",48.3794,31.1656
"Norway",2022,"Estonia",4,"Televote","Low","EST",58.5953,25.0136
"Norway",2022,"Azerbaijan",7,"Televote","Low","AZE",40.1431,47.5769
"Norway",2022,"Portugal",2,"Televote","Low","PRT",39.3999,-8.2245
"Norway",2022,"Germany",1,"Televote","Low","DEU",51.1657,10.4515
"Norway",2022,"Israel",4,"Televote","Low","ISR",31.0461,34.8516
"Norway",2022,"Poland",4,"Televote","Low","POL",51.9194,19.1451
"Norway",2022,"Greece",6,"Televote","Low","GRC",39.0742,21.8243
"Norway",2022,"Moldova",6,"Televote","Low","MDA",47.4116,28.3699
"Norway",2022,"Bulgaria",1,"Televote","Low","BGR",42.7339,25.4858
"Norway",2022,"Serbia",8,"Televote","High","SRB",44.0165,20.907
"Norway",2022,"Iceland",10,"Televote","High","ISL",64.9631,-19.0208
"Norway",2022,"Latvia",5,"Televote","Low","LVA",56.8796,24.6032
"Norway",2022,"Spain",3,"Televote","Low","ESP",40.4637,-3.7492
"Norway",2022,"Denmark",8,"Televote","High","DNK",56.2639,9.5018
"Norway",2022,"Montenegro",2,"Televote","Low","MNE",42.7087,19.3744
"Norway",2022,"Romania",2,"Televote","Low","ROU",45.9432,24.9668
"Norway",2022,"Ireland",4,"Televote","Low","IRL",53.4129,-8.2439
"Norway",2022,"Slovenia",3,"Televote","Low","SVN",46.1512,14.9955
"Norway",2022,"Croatia",5,"Televote","Low","HRV",45.1,15.2
"Norway",2022,"Lithuania",2,"Televote","Low","LTU",55.1694,23.8813
"Norway",2022,"Austria",5,"Televote","Low","AUT",47.5162,14.5501
"Norway",2022,"Finland",6,"Televote","Low","FIN",61.9241,25.7482
"Norway",2022,"United Kingdom",6,"Televote","Low","GBR",55.3781,-3.436
"Norway",2022,"Sweden",10,"Televote","High","SWE",60.1282,18.6435
"Norway",2022,"Australia",10,"Televote","High","AUS",-25.2744,133.7751
"Norway",2022,"Czech Republic",3,"Televote","Low","CZE",49.8175,15.473
"Norway",2022,"Italy",4,"Televote","Low","ITA",41.8719,12.5674
"Armenia",2022,"Bulgaria",5,"Televote","Low","BGR",42.7339,25.4858
"Armenia",2022,"Cyprus",1,"Televote","Low","CYP",35.1264,33.4299
"Armenia",2022,"France",5,"Televote","Low","FRA",46.6034,2.2137
"Armenia",2022,"Georgia",10,"Televote","High","GEO",42.3154,43.3569
"Italy",2022,"San Marino",5,"Televote","Low","SMR",43.9334,12.4578
"Italy",2022,"North Macedonia",6,"Televote","Low","MKD",41.6086,21.7453
"Italy",2022,"Malta",10,"Televote","High","MLT",35.9375,14.3754
"Italy",2022,"Albania",8,"Televote","High","ALB",41.1533,20.1683
"Italy",2022,"Azerbaijan",5,"Televote","Low","AZE",40.1431,47.5769
"Italy",2022,"Portugal",3,"Televote","Low","PRT",39.3999,-8.2245
"Italy",2022,"Germany",3,"Televote","Low","DEU",51.1657,10.4515
"Italy",2022,"Belgium",4,"Televote","Low","BEL",50.5039,4.4699
"Italy",2022,"Israel",3,"Televote","Low","ISR",31.0461,34.8516
"Italy",2022,"Greece",7,"Televote","Low","GRC",39.0742,21.8243
"Italy",2022,"Bulgaria",2,"Televote","Low","BGR",42.7339,25.4858
"Italy",2022,"Serbia",4,"Televote","Low","SRB",44.0165,20.907
"Italy",2022,"Cyprus",5,"Televote","Low","CYP",35.1264,33.4299
"Italy",2022,"Spain",5,"Televote","Low","ESP",40.4637,-3.7492
"Italy",2022,"Switzerland",8,"Televote","High","CHE",46.8182,8.2275
"Italy",2022,"France",3,"Televote","Low","FRA",46.6034,2.2137
"Italy",2022,"Montenegro",6,"Televote","Low","MNE",42.7087,19.3744
"Italy",2022,"Romania",4,"Televote","Low","ROU",45.9432,24.9668
"Italy",2022,"Slovenia",6,"Televote","Low","SVN",46.1512,14.9955
"Italy",2022,"Croatia",6,"Televote","Low","HRV",45.1,15.2
"Italy",2022,"Lithuania",3,"Televote","Low","LTU",55.1694,23.8813
"Italy",2022,"Austria",3,"Televote","Low","AUT",47.5162,14.5501
"Italy",2022,"Australia",1,"Televote","Low","AUS",-25.2744,133.7751
"Spain",2022,"Netherlands",7,"Televote","Low","NLD",52.1326,5.2913
"Spain",2022,"San Marino",10,"Televote","High","SMR",43.9334,12.4578
"Spain",2022,"North Macedonia",10,"Televote","High","MKD",41.6086,21.7453
"Spain",2022,"Malta",7,"Televote","Low","MLT",35.9375,14.3754
"Spain",2022,"Ukraine",1,"Televote","Low","UKR",48.3794,31.1656
"Spain",2022,"Albania",7,"Televote","Low","ALB",41.1533,20.1683
"Spain",2022,"Estonia",1,"Televote","Low","EST",58.5953,25.0136
"Spain",2022,"Azerbaijan",10,"Televote","High","AZE",40.1431,47.5769
"Spain",2022,"Portugal",10,"Televote","High","PRT",39.3999,-8.2245
"Spain",2022,"Germany",2,"Televote","Low","DEU",51.1657,10.4515
"Spain",2022,"Belgium",6,"Televote","Low","BEL",50.5039,4.4699
"Spain",2022,"Norway",1,"Televote","Low","NOR",60.472,8.4689
